,tsne1,tsne2,tsne_clusters,soundpath
289,5.8284388,-2.1052744,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_361_19700101_122640_short.WAV
290,6.367502,-0.6151861,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_362_19700101_122640_short.WAV
291,6.0964985,-1.3184495,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_363_19700101_122640_short.WAV
292,6.4562697,-0.46613824,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_364_19700101_122640_short.WAV
293,5.5166197,-1.7897273,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_365_19700101_122640_short.WAV
294,4.5800447,-2.540357,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_366_19700101_122640_short.WAV
295,3.4769344,-5.8734846,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_367_19700101_122640_short.WAV
296,4.3504677,-5.946966,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_368_19700101_122640_short.WAV
297,4.036484,-5.078841,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_369_19700101_122640_short.WAV
298,-8.74843,9.889619,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_36_19700101_122640_short.WAV
299,4.5559707,-3.286985,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_370_19700101_122640_short.WAV
300,4.786032,-2.030941,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_371_19700101_122640_short.WAV
301,5.1147313,0.8534423,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_372_19700101_122640_short.WAV
302,1.519242,1.5282421,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_373_19700101_122640_short.WAV
303,1.6738576,-2.260077,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_374_19700101_122640_short.WAV
304,1.5650231,-2.6650655,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_375_19700101_122640_short.WAV
305,1.244861,-3.0191762,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_376_19700101_122640_short.WAV
306,1.8859241,-1.2266835,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_377_19700101_122640_short.WAV
307,2.1882212,-0.51972556,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_378_19700101_122640_short.WAV
308,2.0704541,-1.1197181,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_379_19700101_122640_short.WAV
309,-9.092244,9.8677,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_37_19700101_122640_short.WAV
310,2.4093413,0.16830537,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_380_19700101_122640_short.WAV
311,2.8526294,2.2670536,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_381_19700101_122640_short.WAV
312,3.1042123,2.9169054,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_382_19700101_122640_short.WAV
313,3.8495288,2.600943,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_383_19700101_122640_short.WAV
314,5.06698,-0.21619575,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_384_19700101_122640_short.WAV
315,5.190903,-0.44689792,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_385_19700101_122640_short.WAV
316,3.297202,-0.9979078,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_386_19700101_122640_short.WAV
317,3.135124,0.95437485,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_387_19700101_122640_short.WAV
318,2.3185961,-0.37044603,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_388_19700101_122640_short.WAV
319,2.5305414,1.7787647,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_389_19700101_122640_short.WAV
320,-9.179924,9.647899,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_38_19700101_122640_short.WAV
321,2.7131498,2.8429139,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_390_19700101_122640_short.WAV
322,1.9740005,-1.4800344,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_391_19700101_122640_short.WAV
323,2.332693,-0.2379063,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_392_19700101_122640_short.WAV
324,2.339561,-0.8241076,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_393_19700101_122640_short.WAV
325,3.103424,1.9976859,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_394_19700101_122640_short.WAV
326,2.9405413,2.1547704,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_395_19700101_122640_short.WAV
327,3.8469632,1.853362,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_396_19700101_122640_short.WAV
328,3.5410151,1.3878921,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_397_19700101_122640_short.WAV
329,3.190303,1.8734449,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_398_19700101_122640_short.WAV
330,3.0112808,0.44049647,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_399_19700101_122640_short.WAV
331,-8.572759,9.21778,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_39_19700101_122640_short.WAV
332,-8.4094715,10.795261,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_3_19700101_122640_short.WAV
333,2.8625734,1.3129046,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_400_19700101_122640_short.WAV
334,2.285211,-0.9796013,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_401_19700101_122640_short.WAV
335,3.0814295,1.6536326,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_402_19700101_122640_short.WAV
336,2.991706,2.2537575,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_403_19700101_122640_short.WAV
337,2.9323688,-0.20423804,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_404_19700101_122640_short.WAV
338,0.84786993,0.26443702,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_405_19700101_122640_short.WAV
339,2.3310406,-2.7894034,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_406_19700101_122640_short.WAV
340,0.54042155,-2.5922878,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_407_19700101_122640_short.WAV
341,-1.2359533,-1.8086238,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_408_19700101_122640_short.WAV
342,0.37489718,-3.0918972,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_409_19700101_122640_short.WAV
343,-8.58956,9.241165,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_40_19700101_122640_short.WAV
344,1.0560191,-2.6301246,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_410_19700101_122640_short.WAV
345,0.5372893,1.0300018,7,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_411_19700101_122640_short.WAV
346,1.656757,-2.258132,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_412_19700101_122640_short.WAV
347,1.9381019,1.7116476,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_413_19700101_122640_short.WAV
348,-1.3222437,1.607891,7,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_414_19700101_122640_short.WAV
349,0.7242373,0.51544034,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_415_19700101_122640_short.WAV
350,0.11444181,-2.022117,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_416_19700101_122640_short.WAV
351,0.63673455,0.8709863,7,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_417_19700101_122640_short.WAV
352,2.792914,-1.9328033,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_418_19700101_122640_short.WAV
353,1.9439654,-2.4024568,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_419_19700101_122640_short.WAV
354,-8.2473345,8.770739,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_41_19700101_122640_short.WAV
355,1.7219805,-2.73319,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_420_19700101_122640_short.WAV
356,-0.04060009,-2.3550613,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_421_19700101_122640_short.WAV
357,-0.91826797,-2.2372468,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_422_19700101_122640_short.WAV
358,-2.6361232,-0.7209104,7,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_423_19700101_122640_short.WAV
359,-2.7456176,-1.650566,7,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_424_19700101_122640_short.WAV
360,-1.6889272,-1.8059685,7,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_425_19700101_122640_short.WAV
361,-1.525479,-0.37660092,7,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_426_19700101_122640_short.WAV
362,0.18678537,-2.850281,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_427_19700101_122640_short.WAV
363,1.1917601,1.5325215,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_428_19700101_122640_short.WAV
364,0.6343403,-3.3968673,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_429_19700101_122640_short.WAV
365,-8.368387,8.572671,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_42_19700101_122640_short.WAV
366,1.4882039,-2.3762288,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_430_19700101_122640_short.WAV
367,1.710418,-1.8969957,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_431_19700101_122640_short.WAV
368,0.71942866,-3.5455182,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_432_19700101_122640_short.WAV
369,1.1599534,-3.0005074,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_433_19700101_122640_short.WAV
370,1.1547567,-3.0066671,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_434_19700101_122640_short.WAV
371,0.3351655,-4.1758814,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_435_19700101_122640_short.WAV
372,1.205801,-3.37829,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_436_19700101_122640_short.WAV
373,1.6980398,-3.141081,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_437_19700101_122640_short.WAV
374,2.2935202,-2.3971102,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_438_19700101_122640_short.WAV
375,0.8931526,-4.3721433,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_439_19700101_122640_short.WAV
376,-8.571289,8.84293,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_43_19700101_122640_short.WAV
377,2.0582483,-3.3988428,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_440_19700101_122640_short.WAV
378,2.6645505,-3.6227365,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_441_19700101_122640_short.WAV
379,2.8010309,-4.2416234,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_442_19700101_122640_short.WAV
380,4.6355534,-2.7482634,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_443_19700101_122640_short.WAV
381,4.5199347,-2.8514526,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_444_19700101_122640_short.WAV
382,3.6704118,-3.4323232,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_445_19700101_122640_short.WAV
383,4.575647,-2.349449,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_446_19700101_122640_short.WAV
384,4.667738,0.677308,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_447_19700101_122640_short.WAV
385,4.005782,-1.4553276,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_448_19700101_122640_short.WAV
386,2.6019707,-3.9198103,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_449_19700101_122640_short.WAV
387,-8.311015,9.111405,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_44_19700101_122640_short.WAV
388,2.7308922,-4.319726,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_450_19700101_122640_short.WAV
389,3.1983948,-4.1250954,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_451_19700101_122640_short.WAV
390,2.6568327,-3.3420744,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_452_19700101_122640_short.WAV
391,2.9663112,-3.4470234,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_453_19700101_122640_short.WAV
392,4.2910147,-3.9331384,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_454_19700101_122640_short.WAV
393,2.6018248,-6.295588,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_455_19700101_122640_short.WAV
394,5.7459483,-6.270835,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_456_19700101_122640_short.WAV
395,5.777305,-6.2373853,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_457_19700101_122640_short.WAV
396,2.894138,-6.080349,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_458_19700101_122640_short.WAV
397,3.8777626,-4.343518,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_459_19700101_122640_short.WAV
398,-8.989908,9.275733,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_45_19700101_122640_short.WAV
399,5.694456,-2.75199,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_460_19700101_122640_short.WAV
400,6.083509,-2.458087,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_461_19700101_122640_short.WAV
401,4.9770584,-3.1862118,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_462_19700101_122640_short.WAV
402,5.2105393,0.5194849,4,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_463_19700101_122640_short.WAV
403,5.766703,-2.008669,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_464_19700101_122640_short.WAV
404,5.8198323,-3.8074167,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_465_19700101_122640_short.WAV
405,7.4022174,-2.4139628,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_466_19700101_122640_short.WAV
406,5.234345,-3.557854,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_467_19700101_122640_short.WAV
407,2.119688,-2.5167577,2,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_468_19700101_122640_short.WAV
408,5.5498195,-4.914067,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_469_19700101_122640_short.WAV
409,-8.939548,8.926252,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_46_19700101_122640_short.WAV
410,6.715726,-2.3846385,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_470_19700101_122640_short.WAV
411,7.386501,-2.71015,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_471_19700101_122640_short.WAV
412,6.807049,-3.9569457,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_472_19700101_122640_short.WAV
413,4.146361,-4.195883,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_473_19700101_122640_short.WAV
414,5.0116286,-4.066281,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_474_19700101_122640_short.WAV
415,7.818164,-2.6988602,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_475_19700101_122640_short.WAV
416,8.110105,-2.9910674,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_476_19700101_122640_short.WAV
417,7.7840543,-3.166194,0,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_477_19700101_122640_short.WAV
418,-5.5999355,8.265902,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_478_19700101_122640_short.WAV
419,-5.1580515,8.126903,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_479_19700101_122640_short.WAV
420,-8.590029,8.641705,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_47_19700101_122640_short.WAV
421,5.904848,-5.3126183,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_480_19700101_122640_short.WAV
422,7.020777,-3.0041213,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_481_19700101_122640_short.WAV
423,4.9397764,-5.8880997,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_482_19700101_122640_short.WAV
424,8.011165,-4.688518,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_483_19700101_122640_short.WAV
425,6.706987,-4.0161815,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_484_19700101_122640_short.WAV
426,4.6765623,-4.8175907,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_485_19700101_122640_short.WAV
427,7.5658216,-3.6112242,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_486_19700101_122640_short.WAV
428,6.8903847,-5.1550827,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_487_19700101_122640_short.WAV
429,6.859307,-6.119261,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_488_19700101_122640_short.WAV
430,6.590442,-6.2074733,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_489_19700101_122640_short.WAV
431,-8.558672,8.388698,5,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_48_19700101_122640_short.WAV
432,7.565921,-4.444327,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_490_19700101_122640_short.WAV
433,7.810377,-4.428057,6,/gws/nopw/j04/ai4er/users/jl2182/PHD/Data/toy_data/long_duration_data/tsne_cropped_data/10_sec_chunked_files/split_491_19700101_122640_short.WAV
